level,year,name,county,units,value
3_towns,2016,Clinton,Middlesex County,5+ units,0
3_towns,2016,Colchester,New London County,1 unit,29
3_towns,2016,Colchester,New London County,2 to 4 units,34
3_towns,2016,Colchester,New London County,5+ units,0
3_towns,2016,Colebrook,Litchfield County,1 unit,0
3_towns,2016,Colebrook,Litchfield County,2 to 4 units,0
3_towns,2016,Colebrook,Litchfield County,5+ units,0
3_towns,2016,Columbia,Tolland County,1 unit,7
3_towns,2016,Columbia,Tolland County,2 to 4 units,0
3_towns,2016,Columbia,Tolland County,5+ units,0
3_towns,2016,Cornwall,Litchfield County,1 unit,2
3_towns,2016,Cornwall,Litchfield County,2 to 4 units,0
3_towns,2016,Cornwall,Litchfield County,5+ units,0
3_towns,2016,Coventry,Tolland County,1 unit,19
3_towns,2016,Coventry,Tolland County,2 to 4 units,0
3_towns,2016,Coventry,Tolland County,5+ units,0
3_towns,2016,Cromwell,Middlesex County,1 unit,18
3_towns,2016,Cromwell,Middlesex County,2 to 4 units,0
3_towns,2016,Cromwell,Middlesex County,5+ units,0
3_towns,2016,Danbury,Fairfield County,1 unit,57
3_towns,2016,Danbury,Fairfield County,2 to 4 units,5
3_towns,2016,Danbury,Fairfield County,5+ units,20
3_towns,2016,Darien,Fairfield County,1 unit,30
3_towns,2016,Darien,Fairfield County,2 to 4 units,0
3_towns,2016,Darien,Fairfield County,5+ units,0
3_towns,2016,Deep River,Middlesex County,1 unit,2
3_towns,2016,Deep River,Middlesex County,2 to 4 units,0
3_towns,2016,Deep River,Middlesex County,5+ units,0
3_towns,2016,Derby,New Haven County,1 unit,2
3_towns,2016,Derby,New Haven County,2 to 4 units,0
3_towns,2016,Derby,New Haven County,5+ units,0
3_towns,2016,Durham,Middlesex County,1 unit,6
3_towns,2016,Durham,Middlesex County,2 to 4 units,0
3_towns,2016,Durham,Middlesex County,5+ units,0
3_towns,2016,East Granby,Hartford County,1 unit,4
3_towns,2016,East Granby,Hartford County,2 to 4 units,0
3_towns,2016,East Granby,Hartford County,5+ units,0
3_towns,2016,East Haddam,Middlesex County,1 unit,14
3_towns,2016,East Haddam,Middlesex County,2 to 4 units,3
3_towns,2016,East Haddam,Middlesex County,5+ units,0
3_towns,2016,East Hampton,Middlesex County,1 unit,24
3_towns,2016,East Hampton,Middlesex County,2 to 4 units,0
3_towns,2016,East Hampton,Middlesex County,5+ units,0
3_towns,2016,East Hartford,Hartford County,1 unit,1
3_towns,2016,East Hartford,Hartford County,2 to 4 units,0
3_towns,2016,East Hartford,Hartford County,5+ units,0
3_towns,2016,East Haven,New Haven County,1 unit,6
3_towns,2016,East Haven,New Haven County,2 to 4 units,0
3_towns,2016,East Haven,New Haven County,5+ units,0
3_towns,2016,East Lyme,New London County,1 unit,24
3_towns,2016,East Lyme,New London County,2 to 4 units,4
3_towns,2016,East Lyme,New London County,5+ units,0
3_towns,2016,East Windsor,Hartford County,1 unit,20
3_towns,2016,East Windsor,Hartford County,2 to 4 units,0
3_towns,2016,East Windsor,Hartford County,5+ units,0
3_towns,2016,Eastford,Windham County,1 unit,3
3_towns,2016,Eastford,Windham County,2 to 4 units,0
3_towns,2016,Eastford,Windham County,5+ units,0
3_towns,2016,Easton,Fairfield County,1 unit,6
3_towns,2016,Easton,Fairfield County,2 to 4 units,0
3_towns,2016,Easton,Fairfield County,5+ units,0
3_towns,2016,Ellington,Tolland County,1 unit,40
3_towns,2016,Ellington,Tolland County,2 to 4 units,0
3_towns,2016,Ellington,Tolland County,5+ units,50
3_towns,2016,Enfield,Hartford County,1 unit,3
3_towns,2016,Enfield,Hartford County,2 to 4 units,0
3_towns,2016,Enfield,Hartford County,5+ units,100
3_towns,2016,Essex,Middlesex County,1 unit,10
3_towns,2016,Essex,Middlesex County,2 to 4 units,0
3_towns,2016,Essex,Middlesex County,5+ units,22
3_towns,2016,Fairfield,Fairfield County,1 unit,70
3_towns,2016,Fairfield,Fairfield County,2 to 4 units,23
3_towns,2016,Fairfield,Fairfield County,5+ units,165
3_towns,2016,Farmington,Hartford County,1 unit,21
3_towns,2016,Farmington,Hartford County,2 to 4 units,20
3_towns,2016,Farmington,Hartford County,5+ units,0
3_towns,2016,Franklin,New London County,1 unit,2
3_towns,2016,Franklin,New London County,2 to 4 units,0
3_towns,2016,Franklin,New London County,5+ units,0
3_towns,2016,Glastonbury,Hartford County,1 unit,30
3_towns,2016,Glastonbury,Hartford County,2 to 4 units,4
3_towns,2016,Glastonbury,Hartford County,5+ units,0
3_towns,2016,Goshen,Litchfield County,1 unit,4
3_towns,2016,Goshen,Litchfield County,2 to 4 units,0
3_towns,2016,Goshen,Litchfield County,5+ units,0
3_towns,2016,Granby,Hartford County,1 unit,13
3_towns,2016,Granby,Hartford County,2 to 4 units,0
3_towns,2016,Granby,Hartford County,5+ units,36
3_towns,2016,Greenwich,Fairfield County,1 unit,128
3_towns,2016,Greenwich,Fairfield County,2 to 4 units,0
3_towns,2016,Greenwich,Fairfield County,5+ units,0
3_towns,2016,Griswold,New London County,1 unit,11
3_towns,2016,Griswold,New London County,2 to 4 units,0
3_towns,2016,Griswold,New London County,5+ units,0
3_towns,2016,Groton,New London County,1 unit,21
3_towns,2016,Groton,New London County,2 to 4 units,0
3_towns,2016,Groton,New London County,5+ units,0
3_towns,2016,Guilford,New Haven County,1 unit,12
3_towns,2016,Guilford,New Haven County,2 to 4 units,0
3_towns,2016,Guilford,New Haven County,5+ units,0
3_towns,2016,Haddam,Middlesex County,1 unit,9
3_towns,2016,Haddam,Middlesex County,2 to 4 units,0
3_towns,2016,Haddam,Middlesex County,5+ units,0
3_towns,2016,Hamden,New Haven County,1 unit,5
3_towns,2016,Hamden,New Haven County,2 to 4 units,0
3_towns,2016,Hamden,New Haven County,5+ units,26
3_towns,2016,Hampton,Windham County,1 unit,0
3_towns,2016,Hampton,Windham County,2 to 4 units,0
3_towns,2016,Hampton,Windham County,5+ units,0
3_towns,2016,Hartford,Hartford County,1 unit,5
3_towns,2016,Hartford,Hartford County,2 to 4 units,0
3_towns,2016,Hartford,Hartford County,5+ units,0
3_towns,2016,Hartland,Hartford County,1 unit,1
3_towns,2016,Hartland,Hartford County,2 to 4 units,0
3_towns,2016,Hartland,Hartford County,5+ units,0
3_towns,2016,Harwinton,Litchfield County,1 unit,5
3_towns,2016,Harwinton,Litchfield County,2 to 4 units,0
3_towns,2016,Harwinton,Litchfield County,5+ units,0
3_towns,2016,Hebron,Tolland County,1 unit,10
3_towns,2016,Hebron,Tolland County,2 to 4 units,0
3_towns,2016,Hebron,Tolland County,5+ units,0
3_towns,2016,Kent,Litchfield County,1 unit,2
3_towns,2016,Kent,Litchfield County,2 to 4 units,5
3_towns,2016,Kent,Litchfield County,5+ units,0
3_towns,2016,Killingly,Windham County,1 unit,45
3_towns,2016,Killingly,Windham County,2 to 4 units,0
3_towns,2016,Killingly,Windham County,5+ units,0
3_towns,2016,Killingworth,Middlesex County,1 unit,3
3_towns,2016,Killingworth,Middlesex County,2 to 4 units,0
3_towns,2016,Killingworth,Middlesex County,5+ units,0
3_towns,2016,Lebanon,New London County,1 unit,11
3_towns,2016,Lebanon,New London County,2 to 4 units,0
3_towns,2016,Lebanon,New London County,5+ units,8
3_towns,2016,Ledyard,New London County,1 unit,18
3_towns,2016,Ledyard,New London County,2 to 4 units,2
3_towns,2016,Ledyard,New London County,5+ units,0
3_towns,2016,Lisbon,New London County,1 unit,6
3_towns,2016,Lisbon,New London County,2 to 4 units,0
3_towns,2016,Lisbon,New London County,5+ units,0
3_towns,2016,Litchfield,Litchfield County,1 unit,12
3_towns,2016,Litchfield,Litchfield County,2 to 4 units,0
3_towns,2016,Litchfield,Litchfield County,5+ units,0
3_towns,2016,Lyme,New London County,1 unit,5
3_towns,2016,Lyme,New London County,2 to 4 units,0
3_towns,2016,Lyme,New London County,5+ units,0
3_towns,2016,Madison,New Haven County,1 unit,23
3_towns,2016,Madison,New Haven County,2 to 4 units,0
3_towns,2016,Madison,New Haven County,5+ units,0
3_towns,2016,Manchester,Hartford County,1 unit,12
3_towns,2016,Manchester,Hartford County,2 to 4 units,2
3_towns,2016,Manchester,Hartford County,5+ units,0
3_towns,2016,Mansfield,Tolland County,1 unit,4
3_towns,2016,Mansfield,Tolland County,2 to 4 units,0
3_towns,2016,Mansfield,Tolland County,5+ units,0
3_towns,2016,Marlborough,Hartford County,1 unit,3
3_towns,2016,Marlborough,Hartford County,2 to 4 units,0
3_towns,2016,Marlborough,Hartford County,5+ units,0
3_towns,2016,Meriden,New Haven County,1 unit,1
3_towns,2016,Meriden,New Haven County,2 to 4 units,0
3_towns,2016,Meriden,New Haven County,5+ units,63
3_towns,2016,Middlebury,New Haven County,1 unit,27
3_towns,2016,Middlebury,New Haven County,2 to 4 units,0
3_towns,2016,Middlebury,New Haven County,5+ units,0
3_towns,2016,Middlefield,Middlesex County,1 unit,9
3_towns,2016,Middlefield,Middlesex County,2 to 4 units,0
3_towns,2016,Middlefield,Middlesex County,5+ units,0
3_towns,2016,Middletown,Middlesex County,1 unit,22
3_towns,2016,Middletown,Middlesex County,2 to 4 units,3
3_towns,2016,Middletown,Middlesex County,5+ units,0
3_towns,2016,Milford,New Haven County,1 unit,29
3_towns,2016,Milford,New Haven County,2 to 4 units,0
3_towns,2016,Milford,New Haven County,5+ units,149
3_towns,2016,Monroe,Fairfield County,1 unit,10
3_towns,2016,Monroe,Fairfield County,2 to 4 units,0
3_towns,2016,Monroe,Fairfield County,5+ units,0
3_towns,2016,Montville,New London County,1 unit,5
3_towns,2016,Montville,New London County,2 to 4 units,4
3_towns,2016,Montville,New London County,5+ units,0
3_towns,2016,Morris,Litchfield County,1 unit,1
3_towns,2016,Morris,Litchfield County,2 to 4 units,0
3_towns,2016,Morris,Litchfield County,5+ units,0
3_towns,2016,Naugatuck,New Haven County,1 unit,8
3_towns,2016,Naugatuck,New Haven County,2 to 4 units,0
3_towns,2016,Naugatuck,New Haven County,5+ units,0
3_towns,2016,New Britain,Hartford County,1 unit,32
3_towns,2016,New Britain,Hartford County,2 to 4 units,0
3_towns,2016,New Britain,Hartford County,5+ units,0
3_towns,2016,New Canaan,Fairfield County,1 unit,26
3_towns,2016,New Canaan,Fairfield County,2 to 4 units,0
3_towns,2016,New Canaan,Fairfield County,5+ units,0
3_towns,2016,New Fairfield,Fairfield County,1 unit,10
3_towns,2016,New Fairfield,Fairfield County,2 to 4 units,0
3_towns,2016,New Fairfield,Fairfield County,5+ units,0
3_towns,2016,New Hartford,Litchfield County,1 unit,9
3_towns,2016,New Hartford,Litchfield County,2 to 4 units,0
3_towns,2016,New Hartford,Litchfield County,5+ units,0
3_towns,2016,New Haven,New Haven County,1 unit,7
3_towns,2016,New Haven,New Haven County,2 to 4 units,7
3_towns,2016,New Haven,New Haven County,5+ units,213
3_towns,2016,New London,New London County,1 unit,39
3_towns,2016,New London,New London County,2 to 4 units,0
3_towns,2016,New London,New London County,5+ units,0
3_towns,2016,New Milford,Litchfield County,1 unit,10
3_towns,2016,New Milford,Litchfield County,2 to 4 units,0
3_towns,2016,New Milford,Litchfield County,5+ units,38
3_towns,2016,Newington,Hartford County,1 unit,10
3_towns,2016,Newington,Hartford County,2 to 4 units,0
3_towns,2016,Newington,Hartford County,5+ units,0
3_towns,2016,Newtown,Fairfield County,1 unit,22
3_towns,2016,Newtown,Fairfield County,2 to 4 units,0
3_towns,2016,Newtown,Fairfield County,5+ units,20
3_towns,2016,Norfolk,Litchfield County,1 unit,5
3_towns,2016,Norfolk,Litchfield County,2 to 4 units,0
3_towns,2016,Norfolk,Litchfield County,5+ units,0
3_towns,2016,North Branford,New Haven County,1 unit,10
3_towns,2016,North Branford,New Haven County,2 to 4 units,0
3_towns,2016,North Branford,New Haven County,5+ units,0
3_towns,2016,North Canaan,Litchfield County,1 unit,0
3_towns,2016,North Canaan,Litchfield County,2 to 4 units,0
3_towns,2016,North Canaan,Litchfield County,5+ units,0
3_towns,2016,North Haven,New Haven County,1 unit,9
3_towns,2016,North Haven,New Haven County,2 to 4 units,0
3_towns,2016,North Haven,New Haven County,5+ units,0
3_towns,2016,North Stonington,New London County,1 unit,12
3_towns,2016,North Stonington,New London County,2 to 4 units,0
3_towns,2016,North Stonington,New London County,5+ units,0
3_towns,2016,Norwalk,Fairfield County,1 unit,21
3_towns,2016,Norwalk,Fairfield County,2 to 4 units,17
3_towns,2016,Norwalk,Fairfield County,5+ units,161
3_towns,2016,Norwich,New London County,1 unit,2
3_towns,2016,Norwich,New London County,2 to 4 units,0
3_towns,2016,Norwich,New London County,5+ units,20
3_towns,2016,Old Lyme,New London County,1 unit,8
3_towns,2016,Old Lyme,New London County,2 to 4 units,0
3_towns,2016,Old Lyme,New London County,5+ units,0
3_towns,2016,Old Saybrook,Middlesex County,1 unit,18
3_towns,2016,Old Saybrook,Middlesex County,2 to 4 units,2
3_towns,2016,Old Saybrook,Middlesex County,5+ units,15
3_towns,2016,Orange,New Haven County,1 unit,25
3_towns,2016,Orange,New Haven County,2 to 4 units,0
3_towns,2016,Orange,New Haven County,5+ units,0
3_towns,2016,Oxford,New Haven County,1 unit,19
3_towns,2016,Oxford,New Haven County,2 to 4 units,4
3_towns,2016,Oxford,New Haven County,5+ units,0
3_towns,2016,Plainfield,Windham County,1 unit,11
3_towns,2016,Plainfield,Windham County,2 to 4 units,0
3_towns,2016,Plainfield,Windham County,5+ units,0
3_towns,2016,Plainville,Hartford County,1 unit,7
3_towns,2016,Plainville,Hartford County,2 to 4 units,0
3_towns,2016,Plainville,Hartford County,5+ units,0
3_towns,2016,Plymouth,Litchfield County,1 unit,5
3_towns,2016,Plymouth,Litchfield County,2 to 4 units,0
3_towns,2016,Plymouth,Litchfield County,5+ units,0
3_towns,2016,Pomfret,Windham County,1 unit,7
3_towns,2016,Pomfret,Windham County,2 to 4 units,0
3_towns,2016,Pomfret,Windham County,5+ units,0
3_towns,2016,Portland,Middlesex County,1 unit,8
3_towns,2016,Portland,Middlesex County,2 to 4 units,0
3_towns,2016,Portland,Middlesex County,5+ units,0
3_towns,2016,Preston,New London County,1 unit,6
3_towns,2016,Preston,New London County,2 to 4 units,0
3_towns,2016,Preston,New London County,5+ units,0
3_towns,2016,Prospect,New Haven County,1 unit,19
3_towns,2016,Prospect,New Haven County,2 to 4 units,3
3_towns,2016,Prospect,New Haven County,5+ units,0
3_towns,2016,Putnam,Windham County,1 unit,14
3_towns,2016,Putnam,Windham County,2 to 4 units,0
3_towns,2016,Putnam,Windham County,5+ units,0
3_towns,2016,Redding,Fairfield County,1 unit,5
3_towns,2016,Redding,Fairfield County,2 to 4 units,0
3_towns,2016,Redding,Fairfield County,5+ units,0
3_towns,2016,Ridgefield,Fairfield County,1 unit,9
3_towns,2016,Ridgefield,Fairfield County,2 to 4 units,0
3_towns,2016,Ridgefield,Fairfield County,5+ units,43
3_towns,2016,Rocky Hill,Hartford County,1 unit,15
3_towns,2016,Rocky Hill,Hartford County,2 to 4 units,0
3_towns,2016,Rocky Hill,Hartford County,5+ units,5
3_towns,2016,Roxbury,Litchfield County,1 unit,3
3_towns,2016,Roxbury,Litchfield County,2 to 4 units,0
3_towns,2016,Roxbury,Litchfield County,5+ units,0
3_towns,2016,Salem,New London County,1 unit,9
3_towns,2016,Salem,New London County,2 to 4 units,0
3_towns,2016,Salem,New London County,5+ units,0
3_towns,2016,Salisbury,Litchfield County,1 unit,4
3_towns,2016,Salisbury,Litchfield County,2 to 4 units,0
3_towns,2016,Salisbury,Litchfield County,5+ units,0
3_towns,2016,Scotland,Windham County,1 unit,0
3_towns,2016,Scotland,Windham County,2 to 4 units,0
3_towns,2016,Scotland,Windham County,5+ units,0
3_towns,2016,Seymour,New Haven County,1 unit,3
3_towns,2016,Seymour,New Haven County,2 to 4 units,0
3_towns,2016,Seymour,New Haven County,5+ units,0
3_towns,2016,Sharon,Litchfield County,1 unit,3
3_towns,2016,Sharon,Litchfield County,2 to 4 units,0
3_towns,2016,Sharon,Litchfield County,5+ units,0
3_towns,2016,Shelton,Fairfield County,1 unit,46
3_towns,2016,Shelton,Fairfield County,2 to 4 units,0
3_towns,2016,Shelton,Fairfield County,5+ units,0
3_towns,2016,Sherman,Fairfield County,1 unit,2
3_towns,2016,Sherman,Fairfield County,2 to 4 units,0
3_towns,2016,Sherman,Fairfield County,5+ units,0
3_towns,2016,Simsbury,Hartford County,1 unit,17
3_towns,2016,Simsbury,Hartford County,2 to 4 units,3
3_towns,2016,Simsbury,Hartford County,5+ units,230
3_towns,2016,Somers,Tolland County,1 unit,16
3_towns,2016,Somers,Tolland County,2 to 4 units,0
3_towns,2016,Somers,Tolland County,5+ units,0
3_towns,2016,South Windsor,Hartford County,1 unit,57
3_towns,2016,South Windsor,Hartford County,2 to 4 units,6
3_towns,2016,South Windsor,Hartford County,5+ units,78
3_towns,2016,Southbury,New Haven County,1 unit,12
3_towns,2016,Southbury,New Haven County,2 to 4 units,0
3_towns,2016,Southbury,New Haven County,5+ units,0
3_towns,2016,Southington,Hartford County,1 unit,99
3_towns,2016,Southington,Hartford County,2 to 4 units,0
3_towns,2016,Southington,Hartford County,5+ units,0
3_towns,2016,Sprague,New London County,1 unit,1
3_towns,2016,Sprague,New London County,2 to 4 units,0
3_towns,2016,Sprague,New London County,5+ units,0
3_towns,2016,Stafford,Tolland County,1 unit,36
3_towns,2016,Stafford,Tolland County,2 to 4 units,0
3_towns,2016,Stafford,Tolland County,5+ units,49
3_towns,2016,Stamford,Fairfield County,1 unit,50
3_towns,2016,Stamford,Fairfield County,2 to 4 units,6
3_towns,2016,Stamford,Fairfield County,5+ units,664
3_towns,2016,Sterling,Windham County,1 unit,4
3_towns,2016,Sterling,Windham County,2 to 4 units,0
3_towns,2016,Sterling,Windham County,5+ units,0
3_towns,2016,Stonington,New London County,1 unit,26
3_towns,2016,Stonington,New London County,2 to 4 units,0
3_towns,2016,Stonington,New London County,5+ units,0
3_towns,2016,Stratford,Fairfield County,1 unit,25
3_towns,2016,Stratford,Fairfield County,2 to 4 units,0
3_towns,2016,Stratford,Fairfield County,5+ units,0
3_towns,2016,Suffield,Hartford County,1 unit,34
3_towns,2016,Suffield,Hartford County,2 to 4 units,0
3_towns,2016,Suffield,Hartford County,5+ units,0
3_towns,2016,Thomaston,Litchfield County,1 unit,12
3_towns,2016,Thomaston,Litchfield County,2 to 4 units,2
3_towns,2016,Thomaston,Litchfield County,5+ units,0
3_towns,2016,Thompson,Windham County,1 unit,8
3_towns,2016,Thompson,Windham County,2 to 4 units,0
3_towns,2016,Thompson,Windham County,5+ units,0
3_towns,2016,Tolland,Tolland County,1 unit,7
3_towns,2016,Tolland,Tolland County,2 to 4 units,0
3_towns,2016,Tolland,Tolland County,5+ units,0
3_towns,2016,Torrington,Litchfield County,1 unit,0
3_towns,2016,Torrington,Litchfield County,2 to 4 units,0
3_towns,2016,Torrington,Litchfield County,5+ units,0
3_towns,2016,Trumbull,Fairfield County,1 unit,8
3_towns,2016,Trumbull,Fairfield County,2 to 4 units,0
3_towns,2016,Trumbull,Fairfield County,5+ units,0
3_towns,2016,Union,Tolland County,1 unit,0
3_towns,2016,Union,Tolland County,2 to 4 units,0
3_towns,2016,Union,Tolland County,5+ units,0
3_towns,2016,Vernon,Tolland County,1 unit,5
3_towns,2016,Vernon,Tolland County,2 to 4 units,14
3_towns,2016,Vernon,Tolland County,5+ units,92
3_towns,2016,Voluntown,New London County,1 unit,5
3_towns,2016,Voluntown,New London County,2 to 4 units,0
3_towns,2016,Voluntown,New London County,5+ units,0
3_towns,2016,Wallingford,New Haven County,1 unit,22
3_towns,2016,Wallingford,New Haven County,2 to 4 units,0
3_towns,2016,Wallingford,New Haven County,5+ units,0
3_towns,2016,Warren,Litchfield County,1 unit,1
3_towns,2016,Warren,Litchfield County,2 to 4 units,0
3_towns,2016,Warren,Litchfield County,5+ units,0
3_towns,2016,Washington,Litchfield County,1 unit,4
3_towns,2016,Washington,Litchfield County,2 to 4 units,0
3_towns,2016,Washington,Litchfield County,5+ units,0
3_towns,2016,Waterbury,New Haven County,1 unit,40
3_towns,2016,Waterbury,New Haven County,2 to 4 units,0
3_towns,2016,Waterbury,New Haven County,5+ units,0
3_towns,2016,Waterford,New London County,1 unit,17
3_towns,2016,Waterford,New London County,2 to 4 units,0
3_towns,2016,Waterford,New London County,5+ units,0
3_towns,2016,Watertown,Litchfield County,1 unit,20
3_towns,2016,Watertown,Litchfield County,2 to 4 units,0
3_towns,2016,Watertown,Litchfield County,5+ units,0
3_towns,2016,West Hartford,Hartford County,1 unit,10
3_towns,2016,West Hartford,Hartford County,2 to 4 units,0
3_towns,2016,West Hartford,Hartford County,5+ units,41
3_towns,2016,West Haven,New Haven County,1 unit,8
3_towns,2016,West Haven,New Haven County,2 to 4 units,0
3_towns,2016,West Haven,New Haven County,5+ units,67
3_towns,2016,Westbrook,Middlesex County,1 unit,4
3_towns,2016,Westbrook,Middlesex County,2 to 4 units,6
3_towns,2016,Westbrook,Middlesex County,5+ units,5
3_towns,2016,Weston,Fairfield County,1 unit,14
3_towns,2016,Weston,Fairfield County,2 to 4 units,0
3_towns,2016,Weston,Fairfield County,5+ units,0
3_towns,2016,Westport,Fairfield County,1 unit,66
3_towns,2016,Westport,Fairfield County,2 to 4 units,0
3_towns,2016,Westport,Fairfield County,5+ units,0
3_towns,2016,Wethersfield,Hartford County,1 unit,0
3_towns,2016,Wethersfield,Hartford County,2 to 4 units,0
3_towns,2016,Wethersfield,Hartford County,5+ units,0
3_towns,2016,Willington,Tolland County,1 unit,4
3_towns,2016,Willington,Tolland County,2 to 4 units,0
3_towns,2016,Willington,Tolland County,5+ units,24
3_towns,2016,Wilton,Fairfield County,1 unit,9
3_towns,2016,Wilton,Fairfield County,2 to 4 units,0
3_towns,2016,Wilton,Fairfield County,5+ units,0
3_towns,2016,Winchester,Litchfield County,1 unit,0
3_towns,2016,Winchester,Litchfield County,2 to 4 units,0
3_towns,2016,Winchester,Litchfield County,5+ units,0
3_towns,2016,Windham,Windham County,1 unit,3
3_towns,2016,Windham,Windham County,2 to 4 units,0
3_towns,2016,Windham,Windham County,5+ units,0
3_towns,2016,Windsor,Hartford County,1 unit,18
3_towns,2016,Windsor,Hartford County,2 to 4 units,0
3_towns,2016,Windsor,Hartford County,5+ units,0
3_towns,2016,Windsor Locks,Hartford County,1 unit,21
3_towns,2016,Windsor Locks,Hartford County,2 to 4 units,0
3_towns,2016,Windsor Locks,Hartford County,5+ units,0
3_towns,2016,Wolcott,New Haven County,1 unit,13
3_towns,2016,Wolcott,New Haven County,2 to 4 units,4
3_towns,2016,Wolcott,New Haven County,5+ units,0
3_towns,2016,Woodbridge,New Haven County,1 unit,0
3_towns,2016,Woodbridge,New Haven County,2 to 4 units,0
3_towns,2016,Woodbridge,New Haven County,5+ units,0
3_towns,2016,Woodbury,Litchfield County,1 unit,8
3_towns,2016,Woodbury,Litchfield County,2 to 4 units,0
3_towns,2016,Woodbury,Litchfield County,5+ units,0
3_towns,2016,Woodstock,Windham County,1 unit,8
3_towns,2016,Woodstock,Windham County,2 to 4 units,0
3_towns,2016,Woodstock,Windham County,5+ units,0
3_towns,2017,Andover,Tolland County,1 unit,3
3_towns,2017,Andover,Tolland County,2 to 4 units,0
3_towns,2017,Andover,Tolland County,5+ units,0
3_towns,2017,Ansonia,New Haven County,1 unit,0
3_towns,2017,Ansonia,New Haven County,2 to 4 units,6
3_towns,2017,Ansonia,New Haven County,5+ units,0
3_towns,2017,Ashford,Windham County,1 unit,8
3_towns,2017,Ashford,Windham County,2 to 4 units,0
3_towns,2017,Ashford,Windham County,5+ units,0
3_towns,2017,Avon,Hartford County,1 unit,20
3_towns,2017,Avon,Hartford County,2 to 4 units,0
3_towns,2017,Avon,Hartford County,5+ units,0
3_towns,2017,Barkhamsted,Litchfield County,1 unit,0
3_towns,2017,Barkhamsted,Litchfield County,2 to 4 units,0
3_towns,2017,Barkhamsted,Litchfield County,5+ units,0
3_towns,2017,Beacon Falls,New Haven County,1 unit,18
3_towns,2017,Beacon Falls,New Haven County,2 to 4 units,4
3_towns,2017,Beacon Falls,New Haven County,5+ units,0
3_towns,2017,Berlin,Hartford County,1 unit,14
3_towns,2017,Berlin,Hartford County,2 to 4 units,0
3_towns,2017,Berlin,Hartford County,5+ units,0
3_towns,2017,Bethany,New Haven County,1 unit,2
3_towns,2017,Bethany,New Haven County,2 to 4 units,0
3_towns,2017,Bethany,New Haven County,5+ units,0
3_towns,2017,Bethel,Fairfield County,1 unit,62
3_towns,2017,Bethel,Fairfield County,2 to 4 units,0
3_towns,2017,Bethel,Fairfield County,5+ units,0
3_towns,2017,Bethlehem,Litchfield County,1 unit,2
3_towns,2017,Bethlehem,Litchfield County,2 to 4 units,0
3_towns,2017,Bethlehem,Litchfield County,5+ units,0
3_towns,2017,Bloomfield,Hartford County,1 unit,3
3_towns,2017,Bloomfield,Hartford County,2 to 4 units,0
3_towns,2017,Bloomfield,Hartford County,5+ units,0
3_towns,2017,Bolton,Tolland County,1 unit,3
3_towns,2017,Bolton,Tolland County,2 to 4 units,0
3_towns,2017,Bolton,Tolland County,5+ units,0
3_towns,2017,Bozrah,New London County,1 unit,0
3_towns,2017,Bozrah,New London County,2 to 4 units,0
3_towns,2017,Bozrah,New London County,5+ units,0
3_towns,2017,Branford,New Haven County,1 unit,30
3_towns,2017,Branford,New Haven County,2 to 4 units,0
3_towns,2017,Branford,New Haven County,5+ units,0
3_towns,2017,Bridgeport,Fairfield County,1 unit,13
3_towns,2017,Bridgeport,Fairfield County,2 to 4 units,10
3_towns,2017,Bridgeport,Fairfield County,5+ units,8
3_towns,2017,Bridgewater,Litchfield County,1 unit,1
3_towns,2017,Bridgewater,Litchfield County,2 to 4 units,0
3_towns,2017,Bridgewater,Litchfield County,5+ units,0
3_towns,2017,Bristol,Hartford County,1 unit,36
3_towns,2017,Bristol,Hartford County,2 to 4 units,6
3_towns,2017,Bristol,Hartford County,5+ units,0
3_towns,2017,Brookfield,Fairfield County,1 unit,4
3_towns,2017,Brookfield,Fairfield County,2 to 4 units,8
3_towns,2017,Brookfield,Fairfield County,5+ units,10
3_towns,2017,Brooklyn,Windham County,1 unit,14
3_towns,2017,Brooklyn,Windham County,2 to 4 units,0
3_towns,2017,Brooklyn,Windham County,5+ units,0
3_towns,2017,Burlington,Hartford County,1 unit,25
3_towns,2017,Burlington,Hartford County,2 to 4 units,2
3_towns,2017,Burlington,Hartford County,5+ units,0
3_towns,2017,Canaan,Litchfield County,1 unit,0
3_towns,2017,Canaan,Litchfield County,2 to 4 units,0
3_towns,2017,Canaan,Litchfield County,5+ units,0
3_towns,2017,Canterbury,Windham County,1 unit,2
3_towns,2017,Canterbury,Windham County,2 to 4 units,0
3_towns,2017,Canterbury,Windham County,5+ units,0
3_towns,2017,Canton,Hartford County,1 unit,10
3_towns,2017,Canton,Hartford County,2 to 4 units,0
3_towns,2017,Canton,Hartford County,5+ units,0
3_towns,2017,Chaplin,Windham County,1 unit,2
3_towns,2017,Chaplin,Windham County,2 to 4 units,0
3_towns,2017,Chaplin,Windham County,5+ units,0
3_towns,2017,Cheshire,New Haven County,1 unit,22
3_towns,2017,Cheshire,New Haven County,2 to 4 units,0
3_towns,2017,Cheshire,New Haven County,5+ units,0
3_towns,2017,Chester,Middlesex County,1 unit,3
3_towns,2017,Chester,Middlesex County,2 to 4 units,0
3_towns,2017,Chester,Middlesex County,5+ units,0
3_towns,2017,Clinton,Middlesex County,1 unit,14
3_towns,2017,Clinton,Middlesex County,2 to 4 units,0
3_towns,2017,Clinton,Middlesex County,5+ units,31
3_towns,2017,Colchester,New London County,1 unit,23
3_towns,2017,Colchester,New London County,2 to 4 units,12
3_towns,2017,Colchester,New London County,5+ units,0
